#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
KIF20B	KIF4A	9606.ENSP00000360793	9606.ENSP00000363524	0	0	0	0.574	0.382	0.067	0.400	0.279	0.717
KIF20B	KIFC1	9606.ENSP00000360793	9606.ENSP00000393963	0	0	0	0.615	0.278	0.101	0.540	0.242	0.743
KIF20B	RACGAP1	9606.ENSP00000360793	9606.ENSP00000404190	0	0	0	0	0.460	0.780	0.400	0.436	0.954
KIF21A	KIF22	9606.ENSP00000354878	9606.ENSP00000160827	0	0	0	0.671	0.562	0	0.540	0.147	0.813
KIF22	NCAPH	9606.ENSP00000160827	9606.ENSP00000240423	0	0	0	0	0.669	0.073	0	0.207	0.736
KIF22	UBE2C	9606.ENSP00000160827	9606.ENSP00000348838	0	0	0	0	0.698	0.045	0	0.192	0.746
KIF22	TPX2	9606.ENSP00000160827	9606.ENSP00000300403	0	0	0	0	0.673	0	0	0.264	0.749
KIF22	PBK	9606.ENSP00000160827	9606.ENSP00000428489	0	0	0	0	0.650	0.083	0	0.284	0.750
KIF22	KIF4A	9606.ENSP00000160827	9606.ENSP00000363524	0	0	0	0.695	0.663	0	0.400	0.241	0.833
KIF22	KIF4B	9606.ENSP00000160827	9606.ENSP00000387875	0	0	0	0.699	0.616	0	0.400	0.335	0.833
KIF22	PLK1	9606.ENSP00000160827	9606.ENSP00000300093	0	0	0	0	0.804	0.066	0	0.295	0.860
KIF22	RACGAP1	9606.ENSP00000160827	9606.ENSP00000404190	0	0	0	0	0.722	0	0.400	0.237	0.861
KIF22	PRC1	9606.ENSP00000160827	9606.ENSP00000377793	0	0	0	0	0.746	0.399	0	0.220	0.871
KIF22	KIFC1	9606.ENSP00000160827	9606.ENSP00000393963	0	0	0	0.629	0.447	0.178	0.540	0.499	0.881
KIF22	TACC3	9606.ENSP00000160827	9606.ENSP00000326550	0	0	0	0	0.874	0.094	0	0.133	0.892
KIF4A	RAD51AP1	9606.ENSP00000363524	9606.ENSP00000228843	0	0	0	0	0.533	0	0	0.579	0.795
KIF4A	NCAPH	9606.ENSP00000363524	9606.ENSP00000240423	0	0	0	0	0.836	0.190	0	0.622	0.945
KIF4A	NUF2	9606.ENSP00000363524	9606.ENSP00000271452	0	0	0	0	0.695	0	0	0.721	0.911
KIF4A	SKA1	9606.ENSP00000363524	9606.ENSP00000285116	0	0	0	0	0.595	0	0	0.394	0.744
KIF4A	SMC2	9606.ENSP00000363524	9606.ENSP00000286398	0	0	0	0	0.574	0.114	0	0.449	0.774
KIF4A	PLK1	9606.ENSP00000363524	9606.ENSP00000300093	0	0	0	0	0.624	0	0	0.545	0.821
KIF4A	TPX2	9606.ENSP00000363524	9606.ENSP00000300403	0	0	0	0	0.861	0	0	0.764	0.965
KIF4A	SPAG5	9606.ENSP00000363524	9606.ENSP00000323300	0	0	0	0	0.809	0.091	0	0.406	0.887
KIF4A	NCAPD2	9606.ENSP00000363524	9606.ENSP00000325017	0	0	0	0	0.541	0.094	0	0.393	0.725
KIF4A	SMC4	9606.ENSP00000363524	9606.ENSP00000341382	0	0	0	0	0.489	0.095	0	0.454	0.725
KIF4A	UBE2C	9606.ENSP00000363524	9606.ENSP00000348838	0	0	0	0	0.746	0.070	0	0.632	0.905
KIF4A	RRM2	9606.ENSP00000363524	9606.ENSP00000353770	0	0	0	0	0.804	0	0	0.642	0.927
KIF4A	MKI67	9606.ENSP00000363524	9606.ENSP00000357643	0	0	0	0	0.820	0	0	0.310	0.871
KIF4A	TTK	9606.ENSP00000363524	9606.ENSP00000358813	0	0	0	0	0.856	0	0	0.475	0.921
KIF4A	ZWINT	9606.ENSP00000363524	9606.ENSP00000363055	0	0	0	0	0.745	0	0	0.430	0.848
KIF4A	TK1	9606.ENSP00000363524	9606.ENSP00000468425	0	0	0	0	0.521	0	0	0.436	0.718
KIF4A	KIFC1	9606.ENSP00000363524	9606.ENSP00000393963	0	0	0	0.658	0.506	0.065	0.400	0.289	0.776
KIF4A	PTTG1	9606.ENSP00000363524	9606.ENSP00000377536	0	0	0	0	0.535	0	0	0.559	0.786
KIF4A	NCAPG2	9606.ENSP00000363524	9606.ENSP00000387007	0	0	0	0	0.714	0	0	0.322	0.798
KIF4A	KIF4B	9606.ENSP00000363524	9606.ENSP00000387875	0	0	0.047	0.986	0.086	0.329	0.800	0.053	0.869
KIF4A	RACGAP1	9606.ENSP00000363524	9606.ENSP00000404190	0	0	0	0	0.620	0	0.400	0.624	0.907
KIF4A	TOP2A	9606.ENSP00000363524	9606.ENSP00000411532	0	0	0	0	0.825	0	0	0.537	0.915
KIF4A	NUSAP1	9606.ENSP00000363524	9606.ENSP00000499238	0	0	0	0	0.826	0	0	0.581	0.924
KIF4A	PBK	9606.ENSP00000363524	9606.ENSP00000428489	0	0	0	0	0.840	0	0	0.629	0.938
KIF4A	PRC1	9606.ENSP00000363524	9606.ENSP00000377793	0	0	0	0	0.885	0.642	0	0.907	0.995
KIF4B	PRC1	9606.ENSP00000387875	9606.ENSP00000377793	0	0	0	0	0.516	0.325	0	0.341	0.766
KIFC1	MYBL2	9606.ENSP00000393963	9606.ENSP00000217026	0	0	0	0	0.610	0	0	0.338	0.731
KIFC1	NUF2	9606.ENSP00000393963	9606.ENSP00000271452	0	0	0	0	0.446	0.179	0	0.565	0.785
KIFC1	PLK1	9606.ENSP00000393963	9606.ENSP00000300093	0	0	0	0	0.511	0.064	0	0.451	0.727
KIFC1	TPX2	9606.ENSP00000393963	9606.ENSP00000300403	0	0	0	0	0.663	0	0	0.506	0.826
KIFC1	SPAG5	9606.ENSP00000393963	9606.ENSP00000323300	0	0	0	0	0.775	0.094	0	0.393	0.866
KIFC1	UBE2C	9606.ENSP00000393963	9606.ENSP00000348838	0	0	0	0	0.764	0.069	0	0.324	0.839
KIFC1	MKI67	9606.ENSP00000393963	9606.ENSP00000357643	0	0	0	0	0.636	0	0	0.462	0.795
KIFC1	TTK	9606.ENSP00000393963	9606.ENSP00000358813	0	0	0	0	0.537	0	0	0.442	0.731
KIFC1	PTTG1	9606.ENSP00000393963	9606.ENSP00000377536	0	0	0	0	0.493	0	0	0.434	0.701
KIFC1	PRC1	9606.ENSP00000393963	9606.ENSP00000377793	0	0	0	0	0.491	0.129	0	0.476	0.747
KIFC1	PFDN6	9606.ENSP00000393963	9606.ENSP00000378563	0	0	0	0	0.097	0.077	0	0.811	0.829
KIFC1	KPNA2	9606.ENSP00000393963	9606.ENSP00000438483	0	0	0	0	0.218	0.601	0	0.206	0.731
KIFC1	NUSAP1	9606.ENSP00000393963	9606.ENSP00000499238	0	0	0	0	0.559	0.196	0	0.446	0.786
KIFC1	RACGAP1	9606.ENSP00000393963	9606.ENSP00000404190	0	0	0	0	0.508	0	0.400	0.380	0.801
KIFC1	TOP2A	9606.ENSP00000393963	9606.ENSP00000411532	0	0	0	0	0.802	0	0	0.317	0.859
KLF5	MYH10	9606.ENSP00000366915	9606.ENSP00000353590	0	0	0	0	0	0.063	0	0.695	0.702
KLRK1	ULBP2	9606.ENSP00000240618	9606.ENSP00000356320	0	0	0	0	0	0.619	0.900	0.999	0.999
KLRK1	RAET1G	9606.ENSP00000240618	9606.ENSP00000356329	0	0	0	0	0	0.764	0.900	0.994	0.999
KNTC1	ZW10	9606.ENSP00000328236	9606.ENSP00000200135	0	0	0	0	0.144	0.996	0.900	0.995	0.999
KNTC1	MCM5	9606.ENSP00000328236	9606.ENSP00000216122	0	0	0	0	0.624	0	0	0.306	0.728
KNTC1	NCAPH	9606.ENSP00000328236	9606.ENSP00000240423	0	0	0	0	0.603	0	0	0.434	0.766
KNTC1	NUF2	9606.ENSP00000328236	9606.ENSP00000271452	0	0	0	0	0.620	0	0	0.399	0.762
KNTC1	SMC2	9606.ENSP00000328236	9606.ENSP00000286398	0	0	0	0	0.846	0	0	0	0.846
KNTC1	PLK1	9606.ENSP00000328236	9606.ENSP00000300093	0	0	0	0	0.358	0	0.500	0.256	0.740
KNTC1	NCAPG2	9606.ENSP00000328236	9606.ENSP00000387007	0	0	0	0	0.705	0	0	0.160	0.742
KNTC1	TTK	9606.ENSP00000328236	9606.ENSP00000358813	0	0	0	0	0.729	0	0	0.457	0.847
KNTC1	ZWINT	9606.ENSP00000328236	9606.ENSP00000363055	0	0	0	0	0.282	0	0	0.903	0.927
KPNA2	XPO5	9606.ENSP00000438483	9606.ENSP00000265351	0	0	0	0	0.133	0.111	0.540	0.274	0.708
KPNA2	TPX2	9606.ENSP00000438483	9606.ENSP00000300403	0	0	0	0	0.611	0.297	0	0.552	0.867
KPNA2	UBE2C	9606.ENSP00000438483	9606.ENSP00000348838	0	0	0	0	0.578	0	0	0.559	0.806
KPNA2	RRM2	9606.ENSP00000438483	9606.ENSP00000353770	0	0	0	0	0.413	0.071	0	0.567	0.743
KPNA2	RACGAP1	9606.ENSP00000438483	9606.ENSP00000404190	0	0	0	0	0.402	0	0	0.542	0.714
KPNA2	TOP2A	9606.ENSP00000438483	9606.ENSP00000411532	0	0	0	0	0.428	0	0	0.567	0.742
KPNA2	PBK	9606.ENSP00000438483	9606.ENSP00000428489	0	0	0	0	0.715	0.054	0	0.200	0.765
KPNA2	TK1	9606.ENSP00000438483	9606.ENSP00000468425	0	0	0	0	0.675	0	0	0.137	0.707
KRT14	PKP1	9606.ENSP00000167586	9606.ENSP00000263946	0	0	0	0	0.392	0.357	0	0.475	0.777
KRT34	KRTAP1-5	9606.ENSP00000377570	9606.ENSP00000355302	0	0	0	0	0.639	0	0	0.397	0.773
KSR1	VRK2	9606.ENSP00000381958	9606.ENSP00000408002	0	0	0	0	0.042	0.437	0	0.595	0.762
LCA5	RD3	9606.ENSP00000376686	9606.ENSP00000355969	0	0	0	0	0	0	0	0.872	0.872
LCA5	SPATA7	9606.ENSP00000376686	9606.ENSP00000377176	0	0	0	0	0.144	0	0	0.868	0.883
LCOR	NRIP1	9606.ENSP00000490116	9606.ENSP00000327213	0	0	0	0	0.050	0	0	0.832	0.833
LCOR	RBBP4	9606.ENSP00000490116	9606.ENSP00000362592	0	0	0	0	0.042	0.329	0	0.591	0.714
LCOR	PHF19	9606.ENSP00000490116	9606.ENSP00000483946	0	0	0	0	0	0.359	0	0.765	0.843
LGALS7	SMAD3	9606.ENSP00000367891	9606.ENSP00000332973	0	0	0	0	0.052	0.053	0	0.698	0.705
LIG1	MCM5	9606.ENSP00000263274	9606.ENSP00000216122	0	0	0	0	0.927	0	0	0.306	0.947
LIG1	NTHL1	9606.ENSP00000263274	9606.ENSP00000219066	0.106	0	0	0	0.082	0	0	0.665	0.701
LIG1	MCM4	9606.ENSP00000263274	9606.ENSP00000262105	0	0	0	0	0.743	0	0	0.412	0.843
LIG1	PARP1	9606.ENSP00000263274	9606.ENSP00000355759	0	0	0	0	0.212	0.162	0	0.586	0.703
LIG1	RPA2	9606.ENSP00000263274	9606.ENSP00000363017	0	0	0	0	0.258	0	0.500	0.341	0.734
LIG1	MCM2	9606.ENSP00000263274	9606.ENSP00000265056	0	0	0	0	0.781	0	0	0.209	0.819
LIG1	MCM7	9606.ENSP00000263274	9606.ENSP00000307288	0	0	0	0	0.746	0	0	0.453	0.855
LIG1	RFC1	9606.ENSP00000263274	9606.ENSP00000371321	0	0	0	0	0.375	0.095	0.500	0.552	0.856
LIG1	POLD1	9606.ENSP00000263274	9606.ENSP00000472445	0	0	0	0	0.765	0.098	0.500	0.778	0.973
LIG1	UHRF1	9606.ENSP00000263274	9606.ENSP00000479617	0	0	0	0	0.363	0.971	0	0.371	0.987
LIG1	PCNA	9606.ENSP00000263274	9606.ENSP00000368458	0	0	0	0	0.489	0.997	0.500	0.431	0.999
LIMD1	XPO5	9606.ENSP00000273317	9606.ENSP00000265351	0	0	0	0	0.095	0	0.900	0.045	0.906
LPCAT2	PLA2G5	9606.ENSP00000262134	9606.ENSP00000364249	0	0	0	0	0	0	0.650	0.180	0.700
LPCAT2	PAFAH1B3	9606.ENSP00000262134	9606.ENSP00000444935	0	0	0	0	0	0	0.900	0.225	0.919
LPCAT2	PLD1	9606.ENSP00000262134	9606.ENSP00000342793	0.052	0	0	0	0.073	0	0.900	0.246	0.925
LRP6	WNT9A	9606.ENSP00000261349	9606.ENSP00000272164	0	0	0	0	0	0.091	0.650	0.448	0.809
LRP6	WNT2B	9606.ENSP00000261349	9606.ENSP00000358698	0	0	0	0	0	0.095	0.650	0.810	0.934
LYNX1	SLURP1	9606.ENSP00000477648	9606.ENSP00000246515	0	0	0	0	0.137	0	0	0.964	0.967
LYPD1	SLURP1	9606.ENSP00000380605	9606.ENSP00000246515	0	0	0	0	0	0	0	0.795	0.795
MALSU1	MRPL57	9606.ENSP00000419370	9606.ENSP00000310726	0	0	0	0	0.049	0.848	0	0.103	0.860
MAP3K5	TNFAIP3	9606.ENSP00000351908	9606.ENSP00000481570	0	0	0	0	0.126	0.510	0	0.487	0.761
MAP3K5	MAPK8	9606.ENSP00000351908	9606.ENSP00000378974	0	0	0	0.607	0.044	0	0.900	0.797	0.978
MAP7	TUBB2B	9606.ENSP00000482335	9606.ENSP00000259818	0	0	0	0	0	0.900	0	0.072	0.903
MAPK8	RALA	9606.ENSP00000378974	9606.ENSP00000005257	0	0	0	0	0.092	0.145	0.900	0.159	0.926
MAPK8	RAC2	9606.ENSP00000378974	9606.ENSP00000249071	0	0	0	0	0.060	0.145	0.900	0.493	0.953
MAPK8	MED1	9606.ENSP00000378974	9606.ENSP00000300651	0	0	0	0	0.108	0.498	0.900	0.091	0.953
MAPK8	SMAD3	9606.ENSP00000378974	9606.ENSP00000332973	0	0	0	0	0.074	0.387	0.900	0.652	0.977
MAPK8	MAPT	9606.ENSP00000378974	9606.ENSP00000340820	0	0	0	0	0.069	0.510	0	0.510	0.757
MAPK8	MRPS14	9606.ENSP00000378974	9606.ENSP00000420714	0	0	0	0	0.142	0.767	0	0	0.791
MAPT	TUBB2B	9606.ENSP00000340820	9606.ENSP00000259818	0	0	0	0	0.082	0.929	0.900	0.254	0.994
MAPT	TUBB4A	9606.ENSP00000340820	9606.ENSP00000264071	0	0	0	0	0.141	0.328	0.900	0.287	0.953
MAPT	TUBB2A	9606.ENSP00000340820	9606.ENSP00000369703	0	0	0	0	0.063	0.091	0.900	0.561	0.957
MARF1	NDE1	9606.ENSP00000379654	9606.ENSP00000379643	0	0	0	0	0.062	0	0	0.700	0.706
MAT1A	MTHFR	9606.ENSP00000361287	9606.ENSP00000365770	0.120	0	0	0	0.601	0	0.407	0.729	0.936
MCM2	MCM5	9606.ENSP00000265056	9606.ENSP00000216122	0	0	0	0.771	0.991	0.998	0.900	0.606	0.999
MCM2	ORC6	9606.ENSP00000265056	9606.ENSP00000219097	0	0	0	0	0.375	0.689	0.650	0.345	0.949
MCM2	RNASEH2A	9606.ENSP00000265056	9606.ENSP00000221486	0.041	0	0	0	0.674	0	0	0.211	0.732
MCM2	MCM4	9606.ENSP00000265056	9606.ENSP00000262105	0	0	0	0.742	0.991	0.997	0.900	0.714	0.999
MCM2	PRC1	9606.ENSP00000265056	9606.ENSP00000377793	0	0	0	0	0.660	0	0	0.177	0.708
MCM2	NCAPD2	9606.ENSP00000265056	9606.ENSP00000325017	0	0	0	0	0.665	0	0	0.179	0.713
MCM2	RRM2	9606.ENSP00000265056	9606.ENSP00000353770	0	0	0	0	0.805	0	0	0.259	0.849
MCM2	MCM9	9606.ENSP00000265056	9606.ENSP00000314505	0	0	0	0.696	0	0	0.900	0	0.900
MCM2	RPA2	9606.ENSP00000265056	9606.ENSP00000363017	0	0	0	0	0.419	0.629	0.500	0.203	0.902
MCM2	RRM1	9606.ENSP00000265056	9606.ENSP00000300738	0	0	0	0	0.890	0	0	0.244	0.914
MCM2	PCNA	9606.ENSP00000265056	9606.ENSP00000368458	0	0	0	0	0.874	0.326	0	0.348	0.939
MCM2	POLD1	9606.ENSP00000265056	9606.ENSP00000472445	0	0	0	0	0.898	0.341	0	0.435	0.959
MCM2	ORC4	9606.ENSP00000265056	9606.ENSP00000441953	0	0	0	0	0.135	0.984	0.650	0.562	0.997
MCM2	TIMELESS	9606.ENSP00000265056	9606.ENSP00000450607	0	0	0	0	0.519	0.994	0	0.350	0.998
MCM2	MCM7	9606.ENSP00000265056	9606.ENSP00000307288	0	0	0	0.779	0.980	0.998	0.900	0.633	0.999
MCM4	MCM5	9606.ENSP00000262105	9606.ENSP00000216122	0	0	0	0.776	0.980	0.997	0.900	0.990	0.999
MCM4	ORC6	9606.ENSP00000262105	9606.ENSP00000219097	0	0	0	0	0.320	0.826	0.650	0.731	0.987
MCM4	NCAPH	9606.ENSP00000262105	9606.ENSP00000240423	0	0	0	0	0.622	0	0	0.268	0.711
MCM4	TOPBP1	9606.ENSP00000262105	9606.ENSP00000260810	0	0	0	0	0.264	0.088	0	0.714	0.792
MCM4	PRC1	9606.ENSP00000262105	9606.ENSP00000377793	0	0	0	0	0.575	0.292	0	0.091	0.703
MCM4	TTK	9606.ENSP00000262105	9606.ENSP00000358813	0	0	0	0	0.535	0	0	0.399	0.709
MCM4	TPX2	9606.ENSP00000262105	9606.ENSP00000300403	0	0	0	0	0.598	0	0	0.339	0.723
MCM4	NCAPD2	9606.ENSP00000262105	9606.ENSP00000325017	0	0	0	0	0.582	0	0	0.386	0.732
MCM4	SMC4	9606.ENSP00000262105	9606.ENSP00000341382	0	0	0	0	0.514	0	0	0.479	0.736
MCM4	SMC2	9606.ENSP00000262105	9606.ENSP00000286398	0	0	0	0	0.624	0	0	0.359	0.748
MCM4	NCAPG2	9606.ENSP00000262105	9606.ENSP00000387007	0	0	0	0	0.614	0	0	0.500	0.799
MCM4	TOP2A	9606.ENSP00000262105	9606.ENSP00000411532	0	0	0	0	0.608	0	0	0.546	0.814
MCM4	PLK1	9606.ENSP00000262105	9606.ENSP00000300093	0	0	0	0	0.375	0.603	0	0.450	0.851
MCM4	POLD1	9606.ENSP00000262105	9606.ENSP00000472445	0	0	0	0	0.537	0.406	0	0.573	0.872
MCM4	RRM2	9606.ENSP00000262105	9606.ENSP00000353770	0	0	0	0	0.825	0	0	0.447	0.899
MCM4	RPA2	9606.ENSP00000262105	9606.ENSP00000363017	0	0	0	0	0.309	0.676	0.500	0.321	0.913
MCM4	RRM1	9606.ENSP00000262105	9606.ENSP00000300738	0	0	0	0	0.900	0.088	0	0.522	0.952
MCM4	PCNA	9606.ENSP00000262105	9606.ENSP00000368458	0	0	0	0	0.875	0.637	0	0.300	0.965
MCM4	TIMELESS	9606.ENSP00000262105	9606.ENSP00000450607	0	0	0	0	0.590	0.967	0	0.563	0.993
MCM4	ORC4	9606.ENSP00000262105	9606.ENSP00000441953	0	0	0	0	0.207	0.918	0.650	0.821	0.995
MCM4	MCM9	9606.ENSP00000262105	9606.ENSP00000314505	0	0	0	0.663	0.828	0.835	0.900	0.387	0.998
MCM4	MCM7	9606.ENSP00000262105	9606.ENSP00000307288	0	0	0.093	0.786	0.971	0.997	0.900	0.990	0.999
MCM5	NCAPD2	9606.ENSP00000216122	9606.ENSP00000325017	0	0	0	0	0.585	0	0	0.390	0.736
MCM5	PLK1	9606.ENSP00000216122	9606.ENSP00000300093	0	0	0	0	0.446	0.292	0	0.408	0.747
MCM5	SMC2	9606.ENSP00000216122	9606.ENSP00000286398	0	0	0	0	0.661	0	0	0.304	0.754
MCM5	TOP2A	9606.ENSP00000216122	9606.ENSP00000411532	0	0	0	0	0.449	0.222	0	0.474	0.755
MCM5	SMC4	9606.ENSP00000216122	9606.ENSP00000341382	0	0	0	0	0.562	0	0	0.529	0.785
MCM5	TK1	9606.ENSP00000216122	9606.ENSP00000468425	0	0	0	0	0.736	0	0	0.305	0.809
MCM5	RNASEH2A	9606.ENSP00000216122	9606.ENSP00000221486	0	0	0	0	0.780	0	0	0.279	0.835
MCM5	PCNA	9606.ENSP00000216122	9606.ENSP00000368458	0	0	0	0	0.878	0	0	0.357	0.918
MCM5	RPA2	9606.ENSP00000216122	9606.ENSP00000363017	0	0	0	0	0.404	0.684	0.500	0.296	0.925
MCM5	RRM2	9606.ENSP00000216122	9606.ENSP00000353770	0	0	0	0	0.846	0	0	0.651	0.944
MCM5	RRM1	9606.ENSP00000216122	9606.ENSP00000300738	0	0	0	0	0.928	0.091	0	0.407	0.957
MCM5	POLD1	9606.ENSP00000216122	9606.ENSP00000472445	0	0	0	0	0.892	0.406	0	0.560	0.969
MCM5	ORC6	9606.ENSP00000216122	9606.ENSP00000219097	0	0	0	0	0.357	0.616	0.650	0.746	0.975
MCM5	ORC4	9606.ENSP00000216122	9606.ENSP00000441953	0	0	0	0	0.117	0.607	0.650	0.830	0.976
MCM5	TOPBP1	9606.ENSP00000216122	9606.ENSP00000260810	0	0	0	0	0.194	0.954	0	0.631	0.985
MCM5	TIMELESS	9606.ENSP00000216122	9606.ENSP00000450607	0	0	0	0	0.320	0.986	0	0.514	0.995
MCM5	MCM9	9606.ENSP00000216122	9606.ENSP00000314505	0	0	0	0.677	0.830	0.854	0.900	0.428	0.998
MCM5	MCM7	9606.ENSP00000216122	9606.ENSP00000307288	0	0	0	0.767	0.982	0.997	0.900	0.990	0.999
MCM7	ORC6	9606.ENSP00000307288	9606.ENSP00000219097	0	0	0	0	0.269	0.994	0.650	0.686	0.999
MCM7	RNASEH2A	9606.ENSP00000307288	9606.ENSP00000221486	0	0	0	0	0.776	0	0	0.415	0.863
MCM7	SMC2	9606.ENSP00000307288	9606.ENSP00000286398	0	0	0	0	0.525	0	0	0.394	0.700
MCM7	PLK1	9606.ENSP00000307288	9606.ENSP00000300093	0	0	0	0	0.437	0.314	0	0.405	0.750
MCM7	RRM1	9606.ENSP00000307288	9606.ENSP00000300738	0	0	0	0	0.882	0.109	0	0.308	0.921
MCM7	TOP2A	9606.ENSP00000307288	9606.ENSP00000411532	0	0	0	0	0.406	0	0	0.524	0.706
MCM7	TRAIP	9606.ENSP00000307288	9606.ENSP00000328203	0	0	0	0	0.141	0.292	0	0.566	0.713
MCM7	NCAPD2	9606.ENSP00000307288	9606.ENSP00000325017	0	0	0	0	0.717	0	0	0.229	0.773
MCM7	RPA2	9606.ENSP00000307288	9606.ENSP00000363017	0	0	0	0	0.324	0.193	0.500	0.426	0.822
MCM7	POLD1	9606.ENSP00000307288	9606.ENSP00000472445	0	0	0	0	0.502	0.373	0	0.509	0.833
MCM7	SMC4	9606.ENSP00000307288	9606.ENSP00000341382	0	0	0	0	0.620	0	0	0.588	0.837
MCM7	RRM2	9606.ENSP00000307288	9606.ENSP00000353770	0	0	0	0	0.783	0	0	0.460	0.878
MCM7	PCNA	9606.ENSP00000307288	9606.ENSP00000368458	0	0	0	0	0.927	0.714	0	0.370	0.985
MCM7	ORC4	9606.ENSP00000307288	9606.ENSP00000441953	0	0	0	0	0.124	0.934	0.650	0.804	0.995
MCM7	TIMELESS	9606.ENSP00000307288	9606.ENSP00000450607	0	0	0	0	0.422	0.983	0	0.691	0.996
MCM7	MCM9	9606.ENSP00000307288	9606.ENSP00000314505	0	0	0	0.734	0.826	0.833	0.900	0.303	0.997
MCM9	RRM1	9606.ENSP00000314505	9606.ENSP00000300738	0	0	0	0	0.692	0	0	0.218	0.749
MCM9	PCNA	9606.ENSP00000314505	9606.ENSP00000368458	0	0	0	0	0.678	0.078	0	0.348	0.789
MCM9	POLD1	9606.ENSP00000314505	9606.ENSP00000472445	0	0	0	0	0.601	0.341	0	0.518	0.862
MCM9	TIMELESS	9606.ENSP00000314505	9606.ENSP00000450607	0	0	0	0	0.139	0.817	0	0.422	0.901
MCM9	ORC4	9606.ENSP00000314505	9606.ENSP00000441953	0	0	0	0	0.125	0.843	0	0.491	0.924
MED1	TRIP4	9606.ENSP00000300651	9606.ENSP00000261884	0	0	0	0	0.067	0.994	0	0.137	0.994
MED1	THRA	9606.ENSP00000300651	9606.ENSP00000264637	0	0	0	0	0.047	0.846	0.650	0.488	0.970
MED1	SEC61A2	9606.ENSP00000300651	9606.ENSP00000298428	0.111	0	0	0	0.691	0.583	0	0.281	0.906
MED1	NRIP1	9606.ENSP00000300651	9606.ENSP00000327213	0	0	0	0	0.113	0	0	0.704	0.726
MED1	OTUD3	9606.ENSP00000300651	9606.ENSP00000364261	0	0	0	0	0.076	0.747	0	0.281	0.817
MED1	NR1H3	9606.ENSP00000300651	9606.ENSP00000477707	0	0	0	0	0	0.603	0.500	0.387	0.867
MED1	MRPS14	9606.ENSP00000300651	9606.ENSP00000420714	0.102	0	0	0	0.666	0.580	0	0.240	0.891
MED1	RPL39L	9606.ENSP00000300651	9606.ENSP00000389356	0	0	0	0	0.661	0.746	0	0.195	0.924
MGAT2	MGAT4A	9606.ENSP00000307423	9606.ENSP00000264968	0	0	0	0	0	0	0.900	0.692	0.967
MGAT4A	MGAT5B	9606.ENSP00000264968	9606.ENSP00000391227	0	0	0	0	0	0	0.900	0.906	0.990
MKI67	MYBL2	9606.ENSP00000357643	9606.ENSP00000217026	0	0	0	0	0.575	0	0	0.511	0.783
MKI67	NCAPH	9606.ENSP00000357643	9606.ENSP00000240423	0	0	0	0	0.641	0.098	0	0.147	0.700
MKI67	NUF2	9606.ENSP00000357643	9606.ENSP00000271452	0	0	0	0	0.617	0	0	0.396	0.759
MKI67	PLK1	9606.ENSP00000357643	9606.ENSP00000300093	0	0	0	0	0.579	0.067	0	0.604	0.831
MKI67	TPX2	9606.ENSP00000357643	9606.ENSP00000300403	0	0	0	0	0.810	0.292	0	0.687	0.954
MKI67	SPAG5	9606.ENSP00000357643	9606.ENSP00000323300	0	0	0	0	0.822	0	0	0.298	0.869
MKI67	UBE2C	9606.ENSP00000357643	9606.ENSP00000348838	0	0	0	0	0.810	0	0	0.576	0.916
MKI67	RRM2	9606.ENSP00000357643	9606.ENSP00000353770	0	0	0	0	0.822	0	0	0.708	0.945
MKI67	UHRF1	9606.ENSP00000357643	9606.ENSP00000479617	0	0	0	0	0.565	0.292	0	0.175	0.724
MKI67	RACGAP1	9606.ENSP00000357643	9606.ENSP00000404190	0	0	0	0	0.498	0.292	0	0.299	0.729
MKI67	PBK	9606.ENSP00000357643	9606.ENSP00000428489	0	0	0	0	0.664	0	0	0.321	0.762
MKI67	TTK	9606.ENSP00000357643	9606.ENSP00000358813	0	0	0	0	0.795	0	0	0.368	0.865
MKI67	PRC1	9606.ENSP00000357643	9606.ENSP00000377793	0	0	0	0	0.807	0.292	0	0.147	0.873
MKI67	ZWINT	9606.ENSP00000357643	9606.ENSP00000363055	0	0	0	0	0.742	0	0	0.609	0.894
MKI67	NUSAP1	9606.ENSP00000357643	9606.ENSP00000499238	0	0	0	0	0.837	0	0	0.665	0.943
MKI67	TOP2A	9606.ENSP00000357643	9606.ENSP00000411532	0	0	0	0	0.957	0	0	0.845	0.993
MME	SERPINA9	9606.ENSP00000418525	9606.ENSP00000337133	0	0	0	0	0	0	0	0.713	0.713
MMP1	PTGS2	9606.ENSP00000322788	9606.ENSP00000356438	0	0	0	0	0.143	0	0	0.728	0.757
MMP1	PLAU	9606.ENSP00000322788	9606.ENSP00000361850	0	0	0	0	0.201	0	0	0.822	0.852
MND1	RAD51AP1	9606.ENSP00000240488	9606.ENSP00000228843	0	0	0	0	0.765	0	0	0.417	0.857
MND1	TTK	9606.ENSP00000240488	9606.ENSP00000358813	0	0	0	0	0.652	0	0	0.250	0.728
MND1	PBK	9606.ENSP00000240488	9606.ENSP00000428489	0	0	0	0	0.802	0.051	0	0.135	0.823
MND1	NUF2	9606.ENSP00000240488	9606.ENSP00000271452	0	0	0	0	0.800	0	0	0.183	0.829
MPV17	POLG	9606.ENSP00000369383	9606.ENSP00000399851	0	0	0	0	0.047	0	0	0.921	0.921
