#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IRF7	SOCS3	9606.ENSP00000380697	9606.ENSP00000330341	0	0	0	0	0.097	0.270	0	0.466	0.617
IRF7	TMEM173	9606.ENSP00000380697	9606.ENSP00000331288	0	0	0	0	0.102	0	0	0.586	0.612
IRF7	PTPN11	9606.ENSP00000380697	9606.ENSP00000340944	0	0	0	0	0	0	0.900	0.400	0.937
IRF7	TRADD	9606.ENSP00000380697	9606.ENSP00000341268	0	0	0	0	0.139	0	0	0.390	0.452
IRF7	OAS2	9606.ENSP00000380697	9606.ENSP00000342278	0	0	0	0	0.735	0	0.900	0.699	0.991
IRF7	SP100	9606.ENSP00000380697	9606.ENSP00000343023	0	0	0	0	0.251	0.057	0	0.348	0.499
IRF7	JAK1	9606.ENSP00000380697	9606.ENSP00000343204	0	0	0	0	0	0.056	0	0.568	0.574
IRF7	TLR9	9606.ENSP00000380697	9606.ENSP00000353874	0	0	0	0	0.096	0	0	0.835	0.845
IRF7	STAT1	9606.ENSP00000380697	9606.ENSP00000354394	0	0	0	0	0.653	0	0.900	0.867	0.995
IRF7	TAB2	9606.ENSP00000380697	9606.ENSP00000356426	0	0	0	0	0	0	0	0.423	0.423
IRF7	RNASEL	9606.ENSP00000380697	9606.ENSP00000356530	0	0	0	0	0	0.056	0.900	0.627	0.961
IRF7	MB21D1	9606.ENSP00000380697	9606.ENSP00000359339	0	0	0	0	0.062	0	0	0.669	0.676
IRF7	IRF9	9606.ENSP00000380697	9606.ENSP00000380073	0	0	0	0.633	0.649	0	0.900	0.847	0.974
IRF7	TYK2	9606.ENSP00000380697	9606.ENSP00000431885	0	0	0	0	0.076	0.056	0	0.575	0.597
IRF7	TNF	9606.ENSP00000380697	9606.ENSP00000398698	0	0	0	0	0.132	0	0	0.676	0.707
IRF7	RELA	9606.ENSP00000380697	9606.ENSP00000384273	0	0	0	0	0.077	0	0.900	0.507	0.950
IRF7	MAVS	9606.ENSP00000380697	9606.ENSP00000401980	0	0	0	0	0	0.270	0.600	0.881	0.962
IRF7	TRAF3	9606.ENSP00000380697	9606.ENSP00000454207	0	0	0	0	0	0.060	0.600	0.909	0.963
IRF7	OAS1	9606.ENSP00000380697	9606.ENSP00000388001	0	0	0	0	0.688	0	0.900	0.710	0.990
IRF7	MYD88	9606.ENSP00000380697	9606.ENSP00000401399	0	0	0	0	0.164	0.686	0.600	0.990	0.998
IRF7	TRAF6	9606.ENSP00000380697	9606.ENSP00000433623	0	0	0	0	0	0.881	0.800	0.988	0.999
IRF9	NFKB1	9606.ENSP00000380073	9606.ENSP00000226574	0	0	0	0	0.062	0.270	0	0.260	0.449
IRF9	OAS3	9606.ENSP00000380073	9606.ENSP00000228928	0	0	0	0	0.338	0	0.900	0.553	0.967
IRF9	TLR2	9606.ENSP00000380073	9606.ENSP00000260010	0	0	0	0	0.129	0	0	0.365	0.423
IRF9	TP53	9606.ENSP00000380073	9606.ENSP00000269305	0	0	0	0	0	0	0	0.816	0.816
IRF9	TLR3	9606.ENSP00000380073	9606.ENSP00000296795	0	0	0	0	0.062	0	0	0.604	0.612
IRF9	STAT2	9606.ENSP00000380073	9606.ENSP00000315768	0	0	0	0	0.345	0.917	0.800	0.991	0.999
IRF9	TBK1	9606.ENSP00000380073	9606.ENSP00000329967	0	0	0	0	0.049	0	0	0.566	0.570
IRF9	SOCS3	9606.ENSP00000380073	9606.ENSP00000330341	0	0	0	0	0.064	0	0	0.465	0.477
IRF9	TMEM173	9606.ENSP00000380073	9606.ENSP00000331288	0	0	0	0	0.081	0	0	0.404	0.429
IRF9	OAS2	9606.ENSP00000380073	9606.ENSP00000342278	0	0	0	0	0.553	0	0.900	0.632	0.982
IRF9	JAK1	9606.ENSP00000380073	9606.ENSP00000343204	0	0	0	0	0	0	0.800	0.849	0.968
IRF9	TLR9	9606.ENSP00000380073	9606.ENSP00000353874	0	0	0	0	0	0	0	0.472	0.472
IRF9	STAT1	9606.ENSP00000380073	9606.ENSP00000354394	0	0	0	0	0.796	0.723	0.800	0.990	0.999
IRF9	RNASEL	9606.ENSP00000380073	9606.ENSP00000356530	0	0	0	0	0	0	0.900	0.559	0.954
IRF9	MB21D1	9606.ENSP00000380073	9606.ENSP00000359339	0	0	0	0	0	0	0	0.504	0.504
IRF9	JAK2	9606.ENSP00000380073	9606.ENSP00000371067	0	0	0	0	0	0	0	0.530	0.530
IRF9	TRAF3	9606.ENSP00000380073	9606.ENSP00000454207	0	0	0	0	0	0	0	0.426	0.426
IRF9	RELA	9606.ENSP00000380073	9606.ENSP00000384273	0	0	0	0	0	0.270	0	0.294	0.462
IRF9	TNF	9606.ENSP00000380073	9606.ENSP00000398698	0	0	0	0	0.076	0	0	0.456	0.476
IRF9	MYD88	9606.ENSP00000380073	9606.ENSP00000401399	0	0	0	0	0.149	0	0	0.503	0.559
IRF9	MAVS	9606.ENSP00000380073	9606.ENSP00000401980	0	0	0	0	0	0	0	0.610	0.610
IRF9	TYK2	9606.ENSP00000380073	9606.ENSP00000431885	0	0	0	0	0.062	0	0.800	0.893	0.978
IRF9	OAS1	9606.ENSP00000380073	9606.ENSP00000388001	0	0	0	0	0.560	0	0.900	0.684	0.984
ITGA5	SRC	9606.ENSP00000293379	9606.ENSP00000362680	0	0	0	0	0.065	0.077	0.800	0.473	0.896
ITGA5	ITGB3	9606.ENSP00000293379	9606.ENSP00000452786	0	0	0	0	0.157	0.817	0.900	0.842	0.997
ITGB3	TLR2	9606.ENSP00000452786	9606.ENSP00000260010	0	0	0	0	0.062	0.070	0	0.494	0.520
ITGB3	POU2F3	9606.ENSP00000452786	9606.ENSP00000260264	0	0	0	0	0	0	0	0.764	0.764
ITGB3	PIK3CA	9606.ENSP00000452786	9606.ENSP00000263967	0	0	0	0	0.083	0	0.900	0.150	0.915
ITGB3	PTPN11	9606.ENSP00000452786	9606.ENSP00000340944	0	0	0	0	0.096	0.344	0	0.665	0.784
ITGB3	SRC	9606.ENSP00000452786	9606.ENSP00000362680	0	0	0	0	0.091	0.479	0.900	0.988	0.999
ITGB3	SYK	9606.ENSP00000452786	9606.ENSP00000364907	0	0	0	0	0.083	0.292	0.900	0.914	0.993
ITGB3	TNF	9606.ENSP00000452786	9606.ENSP00000398698	0	0	0	0	0	0.057	0	0.427	0.438
ITGB3	PIK3R1	9606.ENSP00000452786	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0.142	0.910
JAK1	TNFRSF1A	9606.ENSP00000343204	9606.ENSP00000162749	0	0	0	0	0	0.497	0	0.703	0.844
JAK1	NFKBIA	9606.ENSP00000343204	9606.ENSP00000216797	0	0	0	0	0	0.123	0	0.466	0.512
JAK1	PIK3R2	9606.ENSP00000343204	9606.ENSP00000222254	0	0	0	0	0	0.102	0.600	0.185	0.682
JAK1	NFKB1	9606.ENSP00000343204	9606.ENSP00000226574	0	0	0	0	0.078	0.255	0	0.357	0.520
JAK1	TLR2	9606.ENSP00000343204	9606.ENSP00000260010	0	0	0	0	0	0.089	0	0.391	0.421
JAK1	PIK3R3	9606.ENSP00000343204	9606.ENSP00000262741	0	0	0	0	0	0.102	0.600	0.131	0.660
JAK1	PIK3CA	9606.ENSP00000343204	9606.ENSP00000263967	0	0	0	0	0.062	0.104	0.900	0.394	0.942
JAK1	PML	9606.ENSP00000343204	9606.ENSP00000268058	0	0	0	0	0	0.466	0	0.173	0.539
JAK1	TP53	9606.ENSP00000343204	9606.ENSP00000269305	0	0	0	0	0	0.056	0	0.518	0.526
JAK1	PIK3CB	9606.ENSP00000343204	9606.ENSP00000289153	0	0	0	0	0.062	0.104	0.600	0.199	0.694
JAK1	TLR3	9606.ENSP00000343204	9606.ENSP00000296795	0	0	0	0	0	0.089	0	0.466	0.492
JAK1	STAT2	9606.ENSP00000343204	9606.ENSP00000315768	0	0	0	0	0.062	0.294	0.900	0.891	0.991
JAK1	SOCS3	9606.ENSP00000343204	9606.ENSP00000330341	0	0	0	0	0.083	0.522	0.900	0.982	0.999
JAK1	PTPN11	9606.ENSP00000343204	9606.ENSP00000340944	0	0	0	0	0.062	0.799	0.900	0.860	0.997
JAK1	TLR9	9606.ENSP00000343204	9606.ENSP00000353874	0	0	0	0	0	0.089	0	0.405	0.435
JAK1	OAS1	9606.ENSP00000343204	9606.ENSP00000388001	0	0	0	0	0	0	0	0.459	0.459
JAK1	MTOR	9606.ENSP00000343204	9606.ENSP00000354558	0	0	0	0	0.062	0.104	0	0.409	0.460
JAK1	RNASEL	9606.ENSP00000343204	9606.ENSP00000356530	0	0	0	0	0.049	0.120	0	0.445	0.495
JAK1	MAVS	9606.ENSP00000343204	9606.ENSP00000401980	0	0	0	0	0.057	0.056	0	0.479	0.496
JAK1	MYD88	9606.ENSP00000343204	9606.ENSP00000401399	0	0	0	0	0	0.149	0	0.505	0.561
JAK1	TRAF3	9606.ENSP00000343204	9606.ENSP00000454207	0	0	0	0	0.062	0.099	0	0.529	0.568
JAK1	TRAF6	9606.ENSP00000343204	9606.ENSP00000433623	0	0	0	0	0.062	0.099	0	0.554	0.591
JAK1	PIK3CD	9606.ENSP00000343204	9606.ENSP00000366563	0	0	0	0	0.062	0.104	0.600	0.208	0.698
JAK1	TNF	9606.ENSP00000343204	9606.ENSP00000398698	0	0	0	0	0	0.242	0	0.624	0.703
JAK1	JAK2	9606.ENSP00000343204	9606.ENSP00000371067	0	0	0	0.911	0.085	0.270	0.900	0.992	0.933
JAK1	SYK	9606.ENSP00000343204	9606.ENSP00000364907	0	0	0	0.643	0	0.213	0.900	0.544	0.933
JAK1	TYK2	9606.ENSP00000343204	9606.ENSP00000431885	0	0	0	0.926	0.062	0.462	0.900	0.992	0.949
JAK1	PIK3R1	9606.ENSP00000343204	9606.ENSP00000428056	0	0	0	0	0.062	0.263	0.900	0.692	0.975
JAK1	STAT1	9606.ENSP00000343204	9606.ENSP00000354394	0	0	0	0	0.082	0.711	0.900	0.990	0.999
JAK2	TNFRSF1A	9606.ENSP00000371067	9606.ENSP00000162749	0	0	0	0	0.049	0.497	0	0.833	0.913
JAK2	NFKBIA	9606.ENSP00000371067	9606.ENSP00000216797	0	0	0	0	0.062	0.296	0.900	0.581	0.968
JAK2	PIK3R2	9606.ENSP00000371067	9606.ENSP00000222254	0	0	0	0	0	0.102	0.800	0.233	0.850
JAK2	NFKB1	9606.ENSP00000371067	9606.ENSP00000226574	0	0	0	0	0.090	0.120	0.900	0.412	0.946
JAK2	TLR2	9606.ENSP00000371067	9606.ENSP00000260010	0	0	0	0	0.073	0.089	0	0.405	0.453
JAK2	PIK3R3	9606.ENSP00000371067	9606.ENSP00000262741	0	0	0	0	0.062	0.102	0.800	0.228	0.852
JAK2	PIK3CA	9606.ENSP00000371067	9606.ENSP00000263967	0	0	0	0	0.090	0.104	0.900	0.645	0.967
JAK2	TP53	9606.ENSP00000371067	9606.ENSP00000269305	0	0	0	0	0.049	0.056	0	0.685	0.692
JAK2	PIK3CB	9606.ENSP00000371067	9606.ENSP00000289153	0	0	0	0	0.062	0.104	0.900	0.319	0.935
JAK2	STAT2	9606.ENSP00000371067	9606.ENSP00000315768	0	0	0	0	0.062	0.294	0.900	0.853	0.988
JAK2	SOCS3	9606.ENSP00000371067	9606.ENSP00000330341	0	0	0	0	0.062	0.902	0.900	0.992	0.999
JAK2	PTPN11	9606.ENSP00000371067	9606.ENSP00000340944	0	0	0	0	0.062	0.800	0.900	0.983	0.999
JAK2	STAT1	9606.ENSP00000371067	9606.ENSP00000354394	0	0	0	0	0.096	0.887	0.900	0.978	0.999
JAK2	MTOR	9606.ENSP00000371067	9606.ENSP00000354558	0	0	0	0	0.062	0.104	0	0.558	0.596
JAK2	SRC	9606.ENSP00000371067	9606.ENSP00000362680	0	0	0	0.636	0.062	0.345	0.900	0.972	0.956
JAK2	PIK3CD	9606.ENSP00000371067	9606.ENSP00000366563	0	0	0	0	0.062	0.104	0.800	0.251	0.857
JAK2	TRAF6	9606.ENSP00000371067	9606.ENSP00000433623	0	0	0	0	0.062	0.164	0	0.367	0.460
JAK2	SRSF2	9606.ENSP00000371067	9606.ENSP00000376276	0	0	0	0	0	0	0	0.662	0.662
JAK2	TNF	9606.ENSP00000371067	9606.ENSP00000398698	0	0	0	0	0.062	0.056	0	0.668	0.680
JAK2	MYD88	9606.ENSP00000371067	9606.ENSP00000401399	0	0	0	0	0.062	0.149	0	0.650	0.697
JAK2	TYK2	9606.ENSP00000371067	9606.ENSP00000431885	0	0	0	0.881	0.062	0.270	0.900	0.965	0.934
JAK2	RELA	9606.ENSP00000371067	9606.ENSP00000384273	0	0	0	0	0	0.056	0.900	0.368	0.935
JAK2	PIK3R1	9606.ENSP00000371067	9606.ENSP00000428056	0	0	0	0	0.073	0.752	0.900	0.416	0.984
LTA	TNFRSF1A	9606.ENSP00000403495	9606.ENSP00000162749	0	0	0	0	0.062	0.994	0.800	0.994	0.999
LTA	NFKBIA	9606.ENSP00000403495	9606.ENSP00000216797	0	0	0	0	0.085	0	0	0.414	0.442
LTA	TRAF2	9606.ENSP00000403495	9606.ENSP00000247668	0	0	0	0	0.066	0	0.900	0.238	0.922
LTA	TLR2	9606.ENSP00000403495	9606.ENSP00000260010	0	0	0	0	0.076	0	0	0.769	0.778
LTA	TP53	9606.ENSP00000403495	9606.ENSP00000269305	0	0	0	0	0	0	0	0.594	0.594
LTA	TLR3	9606.ENSP00000403495	9606.ENSP00000296795	0	0	0	0	0	0	0	0.671	0.671
LTA	TRADD	9606.ENSP00000403495	9606.ENSP00000341268	0	0	0	0	0.062	0.063	0	0.641	0.657
LTA	TNFRSF14	9606.ENSP00000403495	9606.ENSP00000347948	0	0	0	0	0.087	0.462	0.800	0.970	0.996
LTA	TLR9	9606.ENSP00000403495	9606.ENSP00000353874	0	0	0	0	0.088	0	0	0.556	0.578
LTA	STAT1	9606.ENSP00000403495	9606.ENSP00000354394	0	0	0	0	0.059	0	0	0.478	0.487
LTA	RELA	9606.ENSP00000403495	9606.ENSP00000384273	0	0	0	0	0	0.063	0	0.467	0.479
LTA	TNF	9606.ENSP00000403495	9606.ENSP00000398698	0	0	0	0.759	0.282	0.270	0.800	0.830	0.908
LTA	MYD88	9606.ENSP00000403495	9606.ENSP00000401399	0	0	0	0	0.062	0	0	0.742	0.748
LTA	TRAF6	9606.ENSP00000403495	9606.ENSP00000433623	0	0	0	0	0	0	0	0.600	0.600
LTA	TNFSF14	9606.ENSP00000403495	9606.ENSP00000469049	0	0	0	0	0.090	0	0.500	0.418	0.712
LTA	TRAF3	9606.ENSP00000403495	9606.ENSP00000454207	0	0	0	0	0	0	0.900	0.254	0.922
MAP3K7	TNFRSF1A	9606.ENSP00000358335	9606.ENSP00000162749	0	0	0	0	0	0.872	0.900	0.518	0.993
MAP3K7	TAB1	9606.ENSP00000358335	9606.ENSP00000216160	0	0	0	0	0.065	0.980	0.900	0.992	0.999
MAP3K7	NFKBIA	9606.ENSP00000358335	9606.ENSP00000216797	0	0	0	0	0	0.330	0.650	0.636	0.907
MAP3K7	NFKB1	9606.ENSP00000358335	9606.ENSP00000226574	0	0	0	0	0	0.120	0.650	0.511	0.836
MAP3K7	TRAF2	9606.ENSP00000358335	9606.ENSP00000247668	0	0	0	0	0.062	0.875	0.900	0.468	0.992
MAP3K7	TICAM1	9606.ENSP00000358335	9606.ENSP00000248244	0	0	0	0	0	0.056	0.600	0.335	0.727
MAP3K7	TLR2	9606.ENSP00000358335	9606.ENSP00000260010	0	0	0	0	0	0.089	0.900	0.391	0.939
MAP3K7	TRAF5	9606.ENSP00000358335	9606.ENSP00000261464	0	0	0	0	0.062	0.314	0.800	0.471	0.922
MAP3K7	TLR3	9606.ENSP00000358335	9606.ENSP00000296795	0	0	0	0	0	0.511	0.600	0.418	0.876
MAP3K7	TRADD	9606.ENSP00000358335	9606.ENSP00000341268	0	0	0	0	0	0.056	0.900	0.460	0.944
MAP3K7	TAB2	9606.ENSP00000358335	9606.ENSP00000356426	0	0	0	0	0.072	0.994	0.900	0.990	0.999
MAP3K7	SYK	9606.ENSP00000358335	9606.ENSP00000364907	0	0	0	0.575	0	0.345	0	0.237	0.402
MAP3K7	ZNF248	9606.ENSP00000358335	9606.ENSP00000379208	0	0	0	0	0.066	0.067	0	0.432	0.461
MAP3K7	MAVS	9606.ENSP00000358335	9606.ENSP00000401980	0	0	0	0	0	0.281	0.800	0.242	0.881
MAP3K7	TRAF3	9606.ENSP00000358335	9606.ENSP00000454207	0	0	0	0	0.062	0.314	0.800	0.546	0.933
MAP3K7	RELA	9606.ENSP00000358335	9606.ENSP00000384273	0	0	0	0	0.062	0.685	0.650	0.466	0.937
MAP3K7	TNF	9606.ENSP00000358335	9606.ENSP00000398698	0	0	0	0	0	0.639	0.900	0.548	0.982
MAP3K7	MYD88	9606.ENSP00000358335	9606.ENSP00000401399	0	0	0	0	0	0.298	0.900	0.767	0.982
MAP3K7	TRAF6	9606.ENSP00000358335	9606.ENSP00000433623	0	0	0	0	0.062	0.994	0.900	0.991	0.999
MAVS	TNFRSF1A	9606.ENSP00000401980	9606.ENSP00000162749	0	0	0	0	0.062	0	0	0.583	0.592
MAVS	TAB1	9606.ENSP00000401980	9606.ENSP00000216160	0	0	0	0	0	0	0.800	0.365	0.867
MAVS	NFKBIA	9606.ENSP00000401980	9606.ENSP00000216797	0	0	0	0	0	0.270	0.650	0.492	0.858
MAVS	NFKB1	9606.ENSP00000401980	9606.ENSP00000226574	0	0	0	0	0	0	0.650	0.164	0.694
MAVS	OAS3	9606.ENSP00000401980	9606.ENSP00000228928	0	0	0	0	0	0.157	0	0.383	0.458
MAVS	TRAF2	9606.ENSP00000401980	9606.ENSP00000247668	0	0	0	0	0	0.873	0.800	0.834	0.995
MAVS	TICAM1	9606.ENSP00000401980	9606.ENSP00000248244	0	0	0	0	0.062	0.270	0	0.688	0.767
MAVS	SRSF1	9606.ENSP00000401980	9606.ENSP00000258962	0	0	0	0	0	0	0	0.444	0.444
MAVS	TLR2	9606.ENSP00000401980	9606.ENSP00000260010	0	0	0	0	0.060	0	0	0.530	0.539
MAVS	TRAF5	9606.ENSP00000401980	9606.ENSP00000261464	0	0	0	0	0.062	0.839	0	0.887	0.981
MAVS	TLR3	9606.ENSP00000401980	9606.ENSP00000296795	0	0	0	0	0.062	0	0	0.840	0.843
MAVS	STAT2	9606.ENSP00000401980	9606.ENSP00000315768	0	0	0	0	0	0	0	0.652	0.652
MAVS	PPP1CA	9606.ENSP00000401980	9606.ENSP00000326031	0	0	0	0	0	0	0	0.415	0.415
MAVS	TBK1	9606.ENSP00000401980	9606.ENSP00000329967	0	0	0	0	0.045	0.881	0.600	0.990	0.999
MAVS	TMEM173	9606.ENSP00000401980	9606.ENSP00000331288	0	0	0	0	0.062	0.870	0.800	0.851	0.995
MAVS	TRADD	9606.ENSP00000401980	9606.ENSP00000341268	0	0	0	0	0.062	0.161	0.800	0.985	0.997
MAVS	OAS2	9606.ENSP00000401980	9606.ENSP00000342278	0	0	0	0	0	0	0	0.429	0.429
MAVS	TLR9	9606.ENSP00000401980	9606.ENSP00000353874	0	0	0	0	0	0	0	0.683	0.683
MAVS	STAT1	9606.ENSP00000401980	9606.ENSP00000354394	0	0	0	0	0	0.157	0	0.717	0.752
MAVS	TAB2	9606.ENSP00000401980	9606.ENSP00000356426	0	0	0	0	0	0	0.800	0.342	0.862
MAVS	RNASEL	9606.ENSP00000401980	9606.ENSP00000356530	0	0	0	0	0	0.056	0	0.705	0.709
MAVS	MB21D1	9606.ENSP00000401980	9606.ENSP00000359339	0	0	0	0	0	0	0	0.782	0.782
MAVS	SRC	9606.ENSP00000401980	9606.ENSP00000362680	0	0	0	0	0	0.281	0	0.307	0.480
MAVS	RELA	9606.ENSP00000401980	9606.ENSP00000384273	0	0	0	0	0.062	0	0.650	0.370	0.775
MAVS	OAS1	9606.ENSP00000401980	9606.ENSP00000388001	0	0	0	0	0	0	0	0.504	0.504
MAVS	TNF	9606.ENSP00000401980	9606.ENSP00000398698	0	0	0	0	0	0	0	0.543	0.543
MAVS	MYD88	9606.ENSP00000401980	9606.ENSP00000401399	0	0	0	0	0.062	0	0	0.747	0.753
MAVS	TYK2	9606.ENSP00000401980	9606.ENSP00000431885	0	0	0	0	0.062	0.056	0	0.478	0.498
MAVS	TRAF6	9606.ENSP00000401980	9606.ENSP00000433623	0	0	0	0	0	0.978	0.800	0.989	0.999
MAVS	TRAF3	9606.ENSP00000401980	9606.ENSP00000454207	0	0	0	0	0	0.923	0.800	0.991	0.999
MB21D1	TICAM1	9606.ENSP00000359339	9606.ENSP00000248244	0	0	0	0	0	0	0	0.464	0.463
MB21D1	TLR2	9606.ENSP00000359339	9606.ENSP00000260010	0	0	0	0	0	0	0	0.479	0.479
MB21D1	TLR3	9606.ENSP00000359339	9606.ENSP00000296795	0	0	0	0	0	0	0	0.660	0.660
MB21D1	STAT2	9606.ENSP00000359339	9606.ENSP00000315768	0	0	0	0	0	0	0	0.460	0.459
MB21D1	TBK1	9606.ENSP00000359339	9606.ENSP00000329967	0	0	0	0	0	0	0	0.906	0.907
MB21D1	TMEM173	9606.ENSP00000359339	9606.ENSP00000331288	0	0	0	0	0.062	0.270	0.800	0.965	0.994
MB21D1	TLR9	9606.ENSP00000359339	9606.ENSP00000353874	0	0	0	0	0	0	0	0.711	0.711
MB21D1	STAT1	9606.ENSP00000359339	9606.ENSP00000354394	0	0	0	0	0.062	0	0	0.561	0.571
MB21D1	RNASEL	9606.ENSP00000359339	9606.ENSP00000356530	0	0	0	0	0	0	0	0.469	0.469
MB21D1	TRAF6	9606.ENSP00000359339	9606.ENSP00000433623	0	0	0	0	0	0	0	0.400	0.400
MB21D1	TRAF3	9606.ENSP00000359339	9606.ENSP00000454207	0	0	0	0	0	0	0	0.458	0.457
MB21D1	TNF	9606.ENSP00000359339	9606.ENSP00000398698	0	0	0	0	0.065	0	0	0.482	0.494
MB21D1	OAS1	9606.ENSP00000359339	9606.ENSP00000388001	0	0	0	0	0.068	0	0	0.519	0.532
MB21D1	MYD88	9606.ENSP00000359339	9606.ENSP00000401399	0	0	0	0	0.082	0	0	0.610	0.627
MTOR	NFKBIA	9606.ENSP00000354558	9606.ENSP00000216797	0	0	0	0	0.054	0.359	0	0.467	0.649
MTOR	TSC2	9606.ENSP00000354558	9606.ENSP00000219476	0	0	0	0	0.082	0.757	0.900	0.988	0.999
MTOR	PIK3R2	9606.ENSP00000354558	9606.ENSP00000222254	0	0	0	0	0.062	0.244	0.800	0.599	0.935
MTOR	NFKB1	9606.ENSP00000354558	9606.ENSP00000226574	0	0	0	0	0.054	0.159	0.900	0.233	0.930
MTOR	TRAF2	9606.ENSP00000354558	9606.ENSP00000247668	0	0	0	0	0	0.446	0	0.240	0.561
MTOR	SRSF1	9606.ENSP00000354558	9606.ENSP00000258962	0	0	0	0	0.070	0.061	0	0.674	0.690
MTOR	TLR2	9606.ENSP00000354558	9606.ENSP00000260010	0	0	0	0	0	0.056	0	0.423	0.432
MTOR	RHEB	9606.ENSP00000354558	9606.ENSP00000262187	0	0	0	0	0.057	0.993	0.900	0.994	0.999
MTOR	PIK3R3	9606.ENSP00000354558	9606.ENSP00000262741	0	0	0	0	0.062	0.244	0.800	0.419	0.906
MTOR	PIK3CA	9606.ENSP00000354558	9606.ENSP00000263967	0	0	0	0.541	0.062	0.347	0.900	0.782	0.957
MTOR	PML	9606.ENSP00000354558	9606.ENSP00000268058	0	0	0	0	0	0.345	0.900	0.202	0.943
MTOR	TP53	9606.ENSP00000354558	9606.ENSP00000269305	0	0	0	0	0	0.469	0	0.752	0.862
MTOR	PIK3CB	9606.ENSP00000354558	9606.ENSP00000289153	0	0	0	0.541	0.062	0.347	0.800	0.670	0.906
MTOR	TSC1	9606.ENSP00000354558	9606.ENSP00000298552	0	0	0	0	0.063	0.396	0.900	0.843	0.989
MTOR	PDIA3	9606.ENSP00000354558	9606.ENSP00000300289	0	0	0	0	0	0.281	0	0.828	0.871
MTOR	STAT2	9606.ENSP00000354558	9606.ENSP00000315768	0	0	0	0	0.049	0	0	0.414	0.419
MTOR	TBK1	9606.ENSP00000354558	9606.ENSP00000329967	0	0	0	0	0.062	0.317	0	0.376	0.566
MTOR	SOCS3	9606.ENSP00000354558	9606.ENSP00000330341	0	0	0	0	0	0.103	0	0.469	0.504
MTOR	PTPN11	9606.ENSP00000354558	9606.ENSP00000340944	0	0	0	0	0.058	0.066	0	0.412	0.438
MTOR	STAT1	9606.ENSP00000354558	9606.ENSP00000354394	0	0	0	0	0.049	0.728	0	0.804	0.944
MTOR	SYK	9606.ENSP00000354558	9606.ENSP00000364907	0	0	0	0	0.062	0.104	0	0.495	0.538
MTOR	TRAF6	9606.ENSP00000354558	9606.ENSP00000433623	0	0	0	0	0	0.345	0	0.426	0.608
MTOR	TNF	9606.ENSP00000354558	9606.ENSP00000398698	0	0	0	0	0	0	0	0.636	0.636
MTOR	SRC	9606.ENSP00000354558	9606.ENSP00000362680	0	0	0	0	0.062	0.104	0	0.663	0.692
MTOR	MYD88	9606.ENSP00000354558	9606.ENSP00000401399	0	0	0	0	0	0.078	0	0.831	0.837
MTOR	PIK3CD	9606.ENSP00000354558	9606.ENSP00000366563	0	0	0	0.543	0.062	0.347	0.800	0.665	0.906
MTOR	RELA	9606.ENSP00000354558	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.362	0.933
MTOR	PIK3R1	9606.ENSP00000354558	9606.ENSP00000428056	0	0	0	0	0.062	0.244	0.900	0.573	0.965
MYD88	TNFRSF1A	9606.ENSP00000401399	9606.ENSP00000162749	0	0	0	0	0.108	0	0	0.682	0.705
MYD88	TAB1	9606.ENSP00000401399	9606.ENSP00000216160	0	0	0	0	0.089	0	0.900	0.620	0.962
MYD88	NFKBIA	9606.ENSP00000401399	9606.ENSP00000216797	0	0	0	0	0.085	0	0.650	0.900	0.965
MYD88	PIK3R2	9606.ENSP00000401399	9606.ENSP00000222254	0	0	0	0	0.077	0	0	0.460	0.481
MYD88	NFKB1	9606.ENSP00000401399	9606.ENSP00000226574	0	0	0	0	0.120	0	0.900	0.727	0.973
MYD88	TRAF2	9606.ENSP00000401399	9606.ENSP00000247668	0	0	0	0	0.049	0.189	0	0.400	0.497
MYD88	TICAM1	9606.ENSP00000401399	9606.ENSP00000248244	0	0	0	0	0.088	0	0	0.903	0.909
MYD88	TLR2	9606.ENSP00000401399	9606.ENSP00000260010	0	0	0	0.576	0.109	0.805	0.900	0.993	0.989
MYD88	TRAF5	9606.ENSP00000401399	9606.ENSP00000261464	0	0	0	0	0.062	0.075	0	0.597	0.620
MYD88	TP53	9606.ENSP00000401399	9606.ENSP00000269305	0	0	0	0	0.062	0	0	0.505	0.515
MYD88	TLR3	9606.ENSP00000401399	9606.ENSP00000296795	0	0	0	0	0.062	0.352	0.900	0.984	0.998
MYD88	STAT2	9606.ENSP00000401399	9606.ENSP00000315768	0	0	0	0	0.062	0	0	0.550	0.560
MYD88	TBK1	9606.ENSP00000401399	9606.ENSP00000329967	0	0	0	0	0.080	0.182	0.800	0.817	0.968
MYD88	SOCS3	9606.ENSP00000401399	9606.ENSP00000330341	0	0	0	0	0.093	0	0	0.564	0.588
MYD88	TMEM173	9606.ENSP00000401399	9606.ENSP00000331288	0	0	0	0	0.090	0	0	0.460	0.487
MYD88	TRADD	9606.ENSP00000401399	9606.ENSP00000341268	0	0	0	0	0.088	0	0	0.603	0.623
MYD88	TLR9	9606.ENSP00000401399	9606.ENSP00000353874	0	0	0	0	0.062	0.556	0.800	0.995	0.999
MYD88	STAT1	9606.ENSP00000401399	9606.ENSP00000354394	0	0	0	0	0.121	0	0	0.713	0.737
